Time stamp,Average reward self play,Average reward previous iterations,Average evaluation reward,Average final halite self play,Median final halite self play,Average halite change per step self play,Fraction of unique states,Average action fraction self play,Experience buffer size,Mean loss,Average self play episode length,Data agent path
2020-04-18 20:37:50.640265,0.4966666666666666,-1,0.19,2404,0.0,-13,1.0,[0.266 0.107 0.039 0.046 0.003 0.029 0.033 0.01  0.467],395448,8.438297818877933e-08,191.965,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-18 20:55:58.342791,0.6000000000000001,-1,0.5666666666666668,78500,30.5,262,1.0,[0.062 0.036 0.042 0.022 0.006 0.283 0.016 0.037 0.494],406877,8.503173531017176e-08,231.045,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-18 21:13:50.073872,0.4133333333333332,-1,0.2633333333333334,365,0.0,-27,1.0,[0.02  0.024 0.02  0.022 0.003 0.319 0.174 0.019 0.398],407770,8.981942304361429e-08,219.24,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-18 21:34:09.910925,0.44666666666666666,-1,0.32,204,0.0,-22,1.0,[0.045 0.058 0.413 0.034 0.002 0.03  0.022 0.007 0.389],410039,9.061301401292104e-08,224.655,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-18 21:53:25.042371,0.5433333333333334,-1,0.44999999999999984,3546,0.0,-5,1.0,[0.034 0.064 0.046 0.244 0.003 0.083 0.076 0.011 0.44 ],414146,7.567949658494713e-08,221.99,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-18 22:12:07.975672,0.4366666666666668,-1,0.2333333333333333,1698,0.0,-18,1.0,[0.044 0.04  0.079 0.137 0.003 0.106 0.156 0.013 0.423],402447,7.872164974100318e-08,203.315,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-18 22:29:43.196678,0.5166666666666667,-1,0.2766666666666667,2740,0.0,-9,1.0,[0.039 0.058 0.103 0.221 0.006 0.028 0.024 0.017 0.504],403723,7.322861251489745e-08,217.26,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-18 22:47:10.927380,0.5233333333333332,-1,0.3033333333333333,8515,0.0,14,1.0,[0.203 0.15  0.033 0.048 0.002 0.059 0.069 0.012 0.424],405828,6.788106049133785e-08,236.66,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-18 23:05:02.948594,0.5833333333333333,-1,0.3400000000000001,2398,0.0,-9,1.0,[0.071 0.202 0.033 0.097 0.004 0.094 0.027 0.011 0.462],412254,7.395975553959564e-08,246.39,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-18 23:22:38.223413,0.4766666666666667,-1,0.3233333333333334,380,0.0,-20,1.0,[0.184 0.147 0.03  0.029 0.004 0.06  0.1   0.012 0.435],420301,7.46772350889611e-08,234.075,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-18 23:40:31.179831,0.53,-1,0.3766666666666667,23171,0.0,71,1.0,[0.064 0.072 0.277 0.084 0.003 0.025 0.037 0.013 0.424],426995,7.727117159358347e-08,217.48,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-18 23:58:44.155079,0.5166666666666666,-1,0.2533333333333333,13301,0.0,29,1.0,[0.184 0.143 0.095 0.077 0.003 0.033 0.05  0.02  0.394],431923,7.5160330134596e-08,255.4,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 00:16:22.863598,0.4133333333333333,-1,0.2566666666666667,10111,0.0,28,1.0,[0.019 0.022 0.021 0.023 0.003 0.297 0.199 0.015 0.4  ],430119,7.885735017533961e-08,235.925,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 00:33:57.969595,0.5933333333333333,-1,0.3266666666666668,338,0.0,-17,1.0,[0.101 0.15  0.154 0.088 0.003 0.025 0.025 0.008 0.446],430300,7.873630160110537e-08,227.57,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 00:52:01.878544,0.51,-1,0.4933333333333333,32654,49.5,99,1.0,[0.026 0.037 0.028 0.197 0.006 0.207 0.026 0.024 0.45 ],431432,6.509646005265661e-08,254.005,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 01:08:20.681585,0.5766666666666667,-1,0.2533333333333333,2355,0.0,-12,1.0,[0.047 0.115 0.248 0.132 0.003 0.035 0.031 0.01  0.38 ],417076,6.473804127878947e-08,195.14,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 01:24:36.240917,0.25666666666666665,-1,0.19333333333333336,395,0.0,-40,1.0,[0.12  0.071 0.02  0.023 0.005 0.171 0.186 0.035 0.37 ],406411,5.822859115376568e-08,198.35,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 01:42:52.911611,0.62,-1,0.4166666666666667,124263,56.5,406,1.0,[0.029 0.038 0.045 0.037 0.007 0.319 0.023 0.053 0.451],411074,5.105411157389953e-08,243.055,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 02:01:49.670495,0.6266666666666668,-1,0.38333333333333336,28132,0.0,74,1.0,[0.126 0.216 0.024 0.081 0.003 0.079 0.015 0.013 0.442],418527,7.903805510090842e-08,259.24,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 02:18:42.482131,0.3200000000000001,-1,0.22,21809,0.0,124,1.0,[0.018 0.05  0.02  0.027 0.005 0.276 0.118 0.037 0.449],422992,7.164588649085168e-08,214.015,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 02:34:47.932275,0.37666666666666665,-1,0.1533333333333333,552,0.0,-32,1.0,[0.019 0.026 0.021 0.04  0.004 0.281 0.179 0.02  0.409],421626,7.980769156519107e-08,198.01,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 02:52:29.705549,0.5366666666666668,-1,0.3266666666666667,20163,0.0,57,1.0,[0.087 0.137 0.029 0.202 0.006 0.048 0.022 0.019 0.449],417416,9.330418123100123e-08,232.515,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 03:09:25.387962,0.3933333333333333,-1,0.24,1974,0.0,-15,1.0,[0.051 0.058 0.1   0.237 0.003 0.044 0.092 0.012 0.403],401749,7.036177046258467e-08,218.375,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 03:27:58.593140,0.6766666666666667,-1,0.4033333333333333,20804,99.0,47,1.0,[0.027 0.065 0.026 0.147 0.005 0.196 0.022 0.022 0.489],414155,8.091122953937024e-08,258.315,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 03:45:42.141105,0.4133333333333332,-1,0.15333333333333332,14437,0.0,42,1.0,[0.043 0.141 0.029 0.036 0.003 0.164 0.13  0.017 0.437],427038,8.448511443879324e-08,238.165,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 04:02:18.686444,0.5633333333333335,-1,0.30000000000000004,459,0.0,-19,1.0,[0.063 0.112 0.331 0.043 0.004 0.03  0.021 0.013 0.382],418935,7.374767174061132e-08,211.97,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 04:20:11.738826,0.6300000000000001,-1,0.5366666666666667,121455,15.0,424,1.0,[0.039 0.027 0.043 0.033 0.007 0.328 0.019 0.042 0.464],425643,7.420558726110767e-08,240.47,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 04:36:31.934391,0.20666666666666667,-1,0.21,926,0.0,-41,1.0,[0.032 0.074 0.124 0.029 0.008 0.149 0.088 0.055 0.44 ],408945,8.174345078974518e-08,192.255,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 04:53:33.966906,0.5933333333333333,-1,0.4533333333333332,63957,0.0,253,1.0,[0.074 0.048 0.206 0.045 0.004 0.133 0.015 0.011 0.462],404113,7.695418323200466e-08,219.455,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 05:09:03.423315,0.4733333333333332,-1,0.19666666666666666,190,0.0,-28,1.0,[0.388 0.047 0.047 0.039 0.003 0.024 0.039 0.009 0.404],397553,7.559771880881466e-08,192.175,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 05:26:45.674892,0.64,-1,0.45,71709,193.5,237,1.0,[0.019 0.02  0.02  0.021 0.007 0.326 0.019 0.045 0.521],397339,8.042369754085745e-08,234.055,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 05:44:29.159076,0.4600000000000001,-1,0.2933333333333334,141,0.0,-20,1.0,[0.18  0.137 0.099 0.098 0.003 0.023 0.024 0.009 0.428],409362,7.423887755850061e-08,225.44,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 06:01:12.869030,0.36,-1,0.2033333333333333,949,0.0,-24,1.0,[0.114 0.093 0.023 0.025 0.004 0.129 0.172 0.018 0.422],406544,6.542298961844176e-08,219.555,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 06:17:24.085956,0.3366666666666667,-1,0.15333333333333332,1078,0.0,-23,1.0,[0.03  0.032 0.052 0.196 0.003 0.119 0.17  0.016 0.382],411060,7.177085474498169e-08,223.475,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 06:34:36.661971,0.59,-1,0.3666666666666667,92004,0.0,371,1.0,[0.029 0.036 0.13  0.034 0.007 0.227 0.022 0.047 0.469],406501,6.939816159689561e-08,219.205,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 06:52:00.131675,0.4833333333333335,-1,0.32,4213,0.0,-3,1.0,[0.026 0.142 0.065 0.285 0.004 0.022 0.02  0.01  0.427],402686,8.171855397131213e-08,224.685,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 07:10:17.011844,0.57,-1,0.3633333333333333,16726,73.5,41,1.0,[0.02  0.021 0.02  0.019 0.005 0.344 0.02  0.024 0.527],414274,9.129317659242788e-08,250.68,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 07:28:17.034488,0.46,-1,0.2533333333333333,751,0.0,-18,1.0,[0.042 0.071 0.093 0.045 0.003 0.256 0.068 0.012 0.411],427331,9.080530593743851e-08,232.17,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 07:44:04.398936,0.43,-1,0.3133333333333333,3159,0.0,-9,1.0,[0.146 0.033 0.308 0.03  0.003 0.026 0.021 0.009 0.423],417278,9.218699227070514e-08,195.685,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 08:01:32.501618,0.5266666666666668,-1,0.2766666666666667,18399,0.0,49,1.0,[0.205 0.119 0.099 0.045 0.003 0.027 0.028 0.009 0.467],418671,7.537955796559207e-08,239.025,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 08:17:50.985826,0.29333333333333345,-1,0.16666666666666666,2331,0.0,-18,1.0,[0.044 0.06  0.027 0.027 0.004 0.23  0.157 0.023 0.428],403349,6.654244913740724e-08,205.015,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 08:34:39.577056,0.4666666666666667,-1,0.2533333333333334,22284,0.0,86,1.0,[0.155 0.088 0.029 0.077 0.005 0.097 0.041 0.014 0.495],394998,6.919807866100433e-08,219.595,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 08:51:54.676794,0.5633333333333334,-1,0.38666666666666666,50390,0.0,197,1.0,[0.028 0.034 0.027 0.026 0.005 0.337 0.032 0.023 0.489],406355,6.972706052309522e-08,227.295,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 09:10:25.176956,0.5766666666666667,-1,0.43666666666666665,60802,33.0,204,1.0,[0.051 0.055 0.022 0.023 0.003 0.366 0.018 0.019 0.442],412408,7.800328120411101e-08,249.425,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 09:26:54.337508,0.34666666666666673,-1,0.28,22161,0.0,111,1.0,[0.024 0.03  0.025 0.053 0.005 0.269 0.127 0.032 0.435],414275,1.0464620506202707e-07,206.42,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 09:42:31.746703,0.3433333333333334,-1,0.15666666666666665,73,0.0,-37,1.0,[0.034 0.098 0.035 0.029 0.004 0.2   0.184 0.02  0.395],404741,1.0591677316897863e-07,192.315,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 09:58:46.377268,0.3333333333333333,-1,0.28,2506,0.0,-15,1.0,[0.025 0.026 0.387 0.029 0.007 0.027 0.022 0.022 0.456],394789,1.012926220815781e-07,194.755,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
2020-04-19 10:16:42.821825,0.3666666666666667,-1,0.11999999999999998,273,0.0,-29,1.0,[0.018 0.028 0.016 0.213 0.004 0.173 0.162 0.018 0.368],384106,9.525662146347705e-08,228.46,"/home/tom/Kaggle/Halite/Logic/../Agents/Mirror input, add learned global features/iteration_4.h5"
