halite_config_setting_divisor,min_spawns_after_conversions,collect_smoothed_multiplier,collect_actual_multiplier,collect_less_halite_ships_multiplier,return_base_multiplier,return_base_less_halite_ships_multiplier,early_game_return_base_additional_multiplier,early_game_return_boost_step,end_game_return_base_additional_multiplier,establish_base_smoothed_multiplier,establish_first_base_smoothed_multiplier_correction,establish_base_deposit_multiplier,establish_base_less_halite_ships_multiplier,collect_run_enemy_multiplier,return_base_run_enemy_multiplier,establish_base_run_enemy_multiplier,collect_catch_enemy_multiplier,return_base_catch_enemy_multiplier,establish_base_catch_enemy_multiplier,ignore_catch_prob,max_ships,max_spawns_per_step,nearby_ship_halite_spawn_constant,nearby_halite_spawn_constant,remaining_budget_spawn_constant,spawn_score_threshold,max_spawn_relative_step_divisor,terminal_num_ships,terminal_num_bases,episode_reward,terminal_halite
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,5,2,0.0,2369.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,14,3,0.6666666666666666,4532.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,12,2,1.0,4175.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,11,2,0.0,3601.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,10,2,0.3333333333333333,4500.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,15,2,1.0,4710.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,4,4,0.0,2275.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,15,2,0.6666666666666666,4751.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,16,2,0.6666666666666666,4618.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,17,2,1.0,5501.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,12,3,0.3333333333333333,3648.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,14,5,1.0,6058.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,10,1,0.3333333333333333,4208.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,13,4,0.0,3297.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,12,2,1.0,4583.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,11,2,1.0,4837.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,7,3,0.3333333333333333,3466.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,11,1,1.0,5509.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,8,2,0.0,3960.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,12,1,0.0,3504.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,10,3,1.0,4345.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,8,7,0.3333333333333333,3488.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,8,1,0.0,2519.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,12,1,0.6666666666666666,3903.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,13,1,1.0,5318.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,11,4,0.0,3018.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,9,2,0.6666666666666666,4534.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,14,1,1.0,5618.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,16,2,1.0,6668.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,13,2,1.0,4245.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,11,3,0.6666666666666666,3358.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,17,2,0.6666666666666666,4939.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,12,3,0.6666666666666666,4025.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,9,4,0.0,2702.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,15,2,1.0,4950.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,16,2,0.6666666666666666,4282.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,9,3,0.3333333333333333,3526.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,12,3,0.6666666666666666,3920.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,8,1,0.3333333333333333,4092.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,8,1,0.3333333333333333,3451.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,12,2,0.0,3087.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,13,2,1.0,4872.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,10,3,0.0,2489.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,11,1,0.6666666666666666,5031.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,17,2,0.6666666666666666,4484.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,15,2,1.0,3422.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,11,4,0.3333333333333333,3378.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,11,3,0.6666666666666666,3587.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,9,2,0.0,3104.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,15,2,1.0,4290.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,12,3,0.0,4306.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,10,2,0.6666666666666666,3979.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,12,3,0.3333333333333333,2992.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,13,2,0.6666666666666666,3626.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,11,2,1.0,4989.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,11,3,1.0,3739.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,17,1,0.3333333333333333,3851.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,13,1,0.6666666666666666,4187.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,14,1,1.0,4532.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,13,3,0.3333333333333333,3531.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,12,2,1.0,3498.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,15,5,1.0,4589.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,13,1,0.6666666666666666,3905.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,15,2,0.6666666666666666,4486.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,16,1,1.0,4508.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,15,2,0.6666666666666666,4576.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,11,3,1.0,7853.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,14,1,0.6666666666666666,4808.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,13,5,0.3333333333333333,3736.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,16,2,0.0,3955.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,16,3,0.3333333333333333,3783.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,10,2,0.0,2956.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,8,2,0.6666666666666666,3820.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,8,4,0.0,2213.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,19,2,1.0,6835.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,5,1,0.3333333333333333,4731.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,16,3,0.3333333333333333,4741.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,17,2,1.0,6055.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,10,2,1.0,4162.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,15,2,0.6666666666666666,4728.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,14,3,1.0,5600.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,13,1,1.0,6025.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,14,3,0.6666666666666666,8898.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,14,3,1.0,4017.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,15,3,0.3333333333333333,4068.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,15,3,0.3333333333333333,3825.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,11,3,0.3333333333333333,3536.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,16,4,0.6666666666666666,4748.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,12,2,0.0,2439.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,14,2,0.3333333333333333,4265.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,15,2,1.0,4481.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,4,2,0.0,3430.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,14,3,0.3333333333333333,3652.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,9,5,0.0,2387.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,14,3,0.6666666666666666,4042.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,13,3,1.0,4880.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,12,2,1.0,3748.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,12,3,0.0,3499.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,15,3,0.6666666666666666,3217.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,17,3,0.3333333333333333,3332.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,12,3,0.0,3069.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,13,3,0.0,3391.0
1.0,1,0.2,6.0,20,6.0,20,2.0,100,10.0,0.0,1.0,0.75,20,10.0,1.0,4.0,0.5,0.5,0.5,0.5,20,2,2.0,10.0,0.2,50.0,100.0,13,2,1.0,3637.0
