halite_config_setting_divisor,collect_smoothed_multiplier,collect_actual_multiplier,collect_less_halite_ships_multiplier_base,collect_base_nearest_distance_exponent,return_base_multiplier,return_base_less_halite_ships_multiplier_base,early_game_return_base_additional_multiplier,early_game_return_boost_step,end_game_return_base_additional_multiplier,establish_base_smoothed_multiplier,establish_first_base_smoothed_multiplier_correction,establish_base_deposit_multiplier,establish_base_less_halite_ships_multiplier_base,max_attackers_per_base,attack_base_multiplier,attack_base_less_halite_ships_multiplier_base,attack_base_halite_sum_multiplier,attack_base_run_enemy_multiplier,attack_base_catch_enemy_multiplier,collect_run_enemy_multiplier,return_base_run_enemy_multiplier,establish_base_run_enemy_multiplier,collect_catch_enemy_multiplier,return_base_catch_enemy_multiplier,establish_base_catch_enemy_multiplier,two_step_avoid_boxed_enemy_multiplier_base,n_step_avoid_boxed_enemy_multiplier_base,ignore_catch_prob,max_ships,max_spawns_per_step,nearby_ship_halite_spawn_constant,nearby_halite_spawn_constant,remaining_budget_spawn_constant,spawn_score_threshold,boxed_in_halite_convert_divisor,n_step_avoid_min_die_prob_cutoff,n_step_avoid_window_size,influence_map_base_weight,influence_map_min_ship_weight,influence_weights_additional_multiplier,influence_weights_exponent,max_spawn_relative_step_divisor,Average win rate
1.0000000000486051,0.13714246350220452,11.913456303969596,0.578238564064889,0.29170583674181205,11.883493062595832,0.8360960594779906,1.4029372701644052,177.0,7.9670929525332,0.08586284581349375,1.7762532428205071,0.5209136885671214,0.9296586914604402,-1.0,39.16335686499134,0.9734249636860336,1.3525632199117588,0.7787840472019024,1.930960646829223,6.651149068523966,2.8384271234930285,3.9153513747879134,0.3535552755674565,1.0115368367726043,0.5153501007279032,0.9880499500805322,0.6557600410537946,0.4197748478940299,20.0,2.0,2.8876886032908065,15.974101210400471,0.2000006991967936,0.0802531391825623,4.8766495125967335,0.08603797711397235,6.0,1.810209774539376,0.11232311851689628,4.755486383530561,8.732903014068143,100.00064385674723,0.9333333333333332
1.000000000023955,0.13542289431772628,11.695160518611267,0.6532844772040171,0.2891116504051093,6.543421195594312,0.9572527075660866,0.4605599568107631,122.0,8.249878301248026,0.09364319223070204,1.1271484523997872,0.9891484727717774,0.9454165099515084,-1.0,280.99413437010526,0.8426181735952192,0.3745425078667776,0.7056243714871479,0.7406119326383814,8.865453704322181,1.1640766592261127,2.0859135103157294,1.1644095629986864,1.8435826737353207,1.028762995991073,0.9353966963150312,0.5352963868457798,0.31627179788707266,20.0,3.0,2.1152831192463712,18.642572015401683,0.20000418064989106,91.52910738285627,2.330099303193,0.09474990318556784,7.0,2.3847905178881805,0.688588243346113,1.7688770497470876,8.367966312622306,100.00062018262,0.8666666666666667
1.0000000000526703,0.08529469072935664,9.383555773711214,0.5386464072701231,0.3528195261766825,8.801541194043986,0.9234949836218052,0.5726829517830433,157.0,2.6921824118986364,0.09972022822815907,1.9644947470167844,0.9872648850792008,0.9616938698639416,-1.0,435.64907787578375,0.9257412655436328,0.3691679807619535,0.4769276172437253,0.643327209136879,12.67726519753278,1.1857652652097357,1.898239985522001,0.4370116538263443,1.6778741321460349,0.3564312598050277,0.951621477844292,0.6093502955935055,0.3977646781903272,21.0,2.0,2.688144846408292,10.118013051905802,0.2000013838645464,52.60512699807001,2.5694733417696263,0.15665550002804618,8.0,2.149474204566439,0.36556018330090057,3.2605212539140664,3.4505931330179016,100.00097996589909,0.9088888888888887
1.0000000000324254,0.13141352334218526,11.416494420005893,0.5576648024266115,0.33846918468667675,7.2119980182942545,0.8820887093196499,0.16862395201560298,198.0,0.15364568366896594,0.004431169896505583,2.4021597384523554,0.5276500659050678,0.9826076232460854,0.0,348.6496761880211,0.9664390571410684,1.345159070461175,0.3611771080744381,0.630624868177713,14.746863970383007,2.5092072339887093,2.2796726401853777,0.12212722461829564,0.7357398916367827,1.444470182475961,0.9590733439275516,0.2128060347184379,0.4442223603557259,20.0,2.0,1.5990537064123092,15.121490510615008,0.20000307239979084,29.930563664326268,2.8426562568901836,0.183504969818184,5.0,1.7026644884220317,0.19069946908679106,0.2703931765838625,4.6663168493784415,100.00007778143187,0.82
1.0000000000077147,0.006292865134124394,6.498767630410204,0.6913908950583506,0.31084852324949835,11.84172722093554,0.8003048831046002,0.311950435922596,186.0,4.682576870897198,0.06340002340367984,1.3528628999437555,0.8130374729635597,0.9301916658819948,-1.0,189.73409284775397,0.935068316396206,0.3646764757301948,0.4259498768720893,0.7532931091128583,14.51623195150707,2.562345064252476,0.0835911027198183,0.78990814968218,1.7963697240034384,0.2321055143769337,0.9552062900521648,0.7549852237535799,0.3105343538728613,21.0,2.0,2.480672050210253,19.074372800391075,0.2000059119360497,92.65951391396429,3.845774287202192,0.043262200586020316,8.0,2.7695169060301077,0.4916693629322997,1.3161325923211096,8.036716887190156,100.00080207439258,0.8333333333333334
1.0000000000286031,0.07313474647614976,8.231129226610932,0.7179708925960548,0.37294703704323257,9.579779667682017,0.8825431634417505,0.04942875247601887,75.0,2.7943128434358817,0.03531086247551515,2.0137544706761545,0.6604636892400466,0.9045522328237302,-1.0,275.4625291778494,0.9051789549239996,1.4246829144964206,0.3720990446233241,0.4204800952163762,10.516570257501996,2.0026492994595384,1.4409130500974612,1.2973244688049757,1.675745589091979,1.7214009835677804,0.8737866199876148,0.6485941937235132,0.3276538722930666,21.0,2.0,1.6734815831646237,16.698655382055698,0.20000348848889926,38.00443908483315,1.2973653303164705,0.09434026657265772,6.0,2.0357032360665492,0.6289525096981494,0.8736563608771215,7.79661034130286,100.0002820983872,0.8422222222222222
1.0000000000380709,0.10306893129724487,10.458499550637253,0.5901359100778191,0.19264433691255686,8.68638062054297,0.8820531105335572,0.5687837979042341,58.0,2.0240092694289857,0.035937624264710304,1.0474387446979745,0.586831066123323,0.9464631065783532,0.0,44.49385929577639,0.9511574043626746,1.3867524056195453,0.4391565536713488,1.1556097945147294,8.310981994217407,1.0896069854657489,3.7866611773231096,1.4994368584935438,0.982580400296632,0.9532401232675832,0.824533337047574,0.4840911717475488,0.4202643553656944,20.0,3.0,0.5658707422538879,12.286736306576096,0.2000083337433693,4.459941839907412,4.939465739871401,0.02771967850994302,6.0,2.280318216398669,0.05079098281429337,1.3995904749740542,7.977649560832948,100.00091988264292,0.8644444444444443
1.0000000000055749,0.10039347040725488,8.464578936528566,0.6394180985282294,0.1157790957692866,6.1980046665911175,0.9020735559265908,1.9519135981386355,172.0,5.966386794407513,0.02545137332051885,2.3105479094830867,0.8787137158673813,0.9157013926069036,-1.0,317.32649164026117,0.9281383449964152,1.1394990843820136,1.271647882481518,1.9298617042989883,11.355645022099635,2.3260322885672893,4.153042500836689,0.148724711522656,1.2379843915271445,0.7359299218050085,0.8418047869451356,0.8660058069789865,0.3044106050309289,20.0,2.0,2.7266358805446003,9.56135964486386,0.2000040405069705,31.563969825292002,2.1332672309032725,0.1287866075105875,5.0,1.0537728427087103,0.39662437496239095,2.6853611516002327,8.679668063263026,100.00055662488032,0.9266666666666666
1.0000000000789295,0.13541906516760724,6.810129216896431,0.7056838961590741,0.4968024286082306,8.484620624615157,0.9715939452627924,1.8588625791599207,73.0,8.79332528072486,0.0555930130643694,1.7531316289574683,0.7092721853957127,0.9706634703959224,0.0,120.35263220635231,0.8680484086461527,1.5560142974961901,0.7963444859621156,0.539437212795079,6.668617291139497,1.4982615369729515,3.70388015589444,1.8829294809150712,0.8153555721063812,0.13893175074193212,0.9215709769357212,0.5631766290296457,0.3615163069772971,20.0,2.0,1.045783241409478,9.623332031065985,0.20000786817095986,25.520099237909488,4.545499784053263,0.014025244558644493,6.0,1.1330049141709364,0.4769509805226218,4.5873750070275285,3.137699803218108,100.00007366356328,0.8711111111111111
1.0000000000771407,0.08874063917913044,10.577627161602397,0.7903638433863669,0.4569385344989718,7.157531508332768,0.9086898830519456,1.4613937986370813,176.0,4.0764806591020575,0.05959721961078721,1.719037358494474,0.9261087588515008,0.970170961010128,0.0,137.06411698152945,0.8883649815619769,0.8693135346702769,1.3223781478313132,1.7172794477891644,10.821527299475246,1.3361120185597437,0.38044619613402336,0.6044601484728626,0.8134985543432359,0.3108874052507427,0.9083601425318232,0.5515811835366811,0.3647051127449056,21.0,1.0,0.8828600671255762,16.272849825531832,0.20000485869121826,14.140009803472955,3.1528354669916134,0.001255697918102339,8.0,2.3043631112925542,0.3520147347196223,4.024133412015722,5.269646273854692,100.00098979463718,0.8666666666666667
1.0000000000393057,0.11859910177548084,11.644356552486775,0.5,0.11365435034680332,8.279628629897347,0.8675352569589939,2.0,200.0,3.2485455467718563,0.06647350113059483,2.5,0.8066341376107526,0.9246962457779521,-1.0,310.60896874004584,1.0,1.1361986666328925,1.256854755777987,2.0,10.424890732910653,2.2624887042537654,4.795954275592604,0.0,0.9903593938758176,0.4413481464650103,0.8886850034071196,0.8373272141636828,0.42104154959455,20.0,2.0,3.0,6.527076827175957,0.2,0.0,2.9169751322524524,0.17988015557315082,6.0,1.229809839257717,0.0,5.0,7.358148870821595,100.001,0.9577777777777776
1.0000000001,0.0,6.0,0.5039201485072411,0.0,12.0,0.8635558901928877,0.08563008705569558,97.0,3.356374572266924,0.0,2.5,0.9957650658578304,1.0,-1.0,276.78854938396995,0.9730604640515516,0.1,1.5902009215812782,0.0,10.70220519372682,1.0,5.0,1.7537596818829524,1.1160647268385189,2.0,0.8,0.6144696003693934,0.3,21.0,2.0,1.3440421471703123,5.0,0.2,97.20119738575588,5.0,0.19029303484765875,8.0,2.5607902441195316,0.3447325106902672,4.3259888817180965,3.0,100.00032339555544,0.9022222222222224
1.0000000000078475,0.08368769204274427,10.819673780675032,0.5,0.0,6.175354451753748,0.9276733931472452,0.8705218153920251,87.0,0.0,0.1,2.5,1.0,0.9,-1.0,500.0,1.0,0.4784307338674962,0.8217164901403953,0.8761099045356067,13.648680067648144,1.0,5.0,0.0,2.0,1.1638947816090324,0.8,0.9,0.4567008881340806,21.0,3.0,3.0,5.0,0.2,15.672643878095345,1.0,0.2,7.0,1.1572873558181764,0.07363425631974034,4.8249146262876526,5.282830291830597,100.001,0.9333333333333332
1.0000000001,0.2,12.0,0.5,0.2197629456997559,7.0036702335968135,1.0,2.0,200.0,10.0,0.1,1.0,1.0,1.0,-1.0,148.7234774793964,0.8,0.1,0.7893587812493933,2.0,5.0,1.0,5.0,0.6641125120320766,1.5744032875833427,0.0,0.99,0.3817971586388217,0.4036112763952188,20.0,4.0,3.0,5.0,0.2000017673763,70.69619206031409,5.0,0.13026704515820786,9.0,3.0,0.0,5.0,8.887895400513187,100.001,0.88
1.000000000077115,0.1842092934913721,12.0,0.5,0.0,6.0,0.9054537775366426,2.0,200.0,0.0,0.041661190621423816,2.5,1.0,0.9195286357780124,-1.0,500.0,0.9699246687501248,1.1152479603852032,1.7822012944610344,2.0,8.728320677750336,1.0,5.0,0.5334941621247957,0.9539839741684192,2.0,0.8,0.7528309207345025,0.3218925880277541,20.0,1.0,3.0,5.0,0.2,0.0,1.0,0.2,7.0,1.0,0.4850727840312746,5.0,9.0,100.001,0.8866666666666667
1.0000000000331242,0.06649222873415367,8.626941646539633,0.5,0.4614932361867541,10.114448500350203,0.9414436247600076,1.3719338004305603,191.0,10.0,0.08000445767210387,2.02794079077228,0.6256821546677828,0.9992129120015516,-1.0,0.0,0.96992656531778,1.1420653014172022,1.3966362023668435,2.0,6.408077253482157,2.5278898627600386,5.0,1.5795067455209115,0.5810321448281547,0.9340736757029416,0.99,0.5731502374717364,0.3734194061315764,20.0,1.0,2.366794033622835,5.0,0.20000944095865966,98.83311712469809,5.0,0.05147363993952125,6.0,1.9571715818500235,0.4210536142021263,5.0,8.768596913045121,100.00054857217451,0.9155555555555556
1.0000000000929894,0.0,12.0,0.5,0.0,9.826839423720765,0.9107113775941584,2.0,181.0,1.7934128655115231,0.08768190886642492,1.928587985083165,0.5066093025327151,0.9,-1.0,342.5786710754837,0.8632605430785948,1.2068845509606627,2.0,1.6617151077879482,9.667185009641516,1.6137973070641762,5.0,0.0,1.1581816951388637,0.0,0.9899585510137472,0.5304827451263949,0.4486879181289817,21.0,2.0,2.255445995830266,19.407301736620497,0.20000127672299556,44.7066004087998,2.451872512165578,0.0975397291840435,9.0,2.46373996956061,0.43061847160760697,5.0,9.0,100.00082577203213,0.8777777777777778
1.0,0.19250677990870957,7.783599003492554,0.5001733573366033,0.4107379561523522,10.752106185103198,1.0,1.305478091842393,50.0,7.285829086874179,0.06265626217606923,2.5,1.0,1.0,0.0,408.45531712999093,1.0,0.23616121863207087,0.1,0.0,13.115002653081747,3.0,5.0,1.1410918519430737,0.2838327887928474,0.19649560565211335,0.8757486484198655,0.9,0.3694637897755536,20.0,3.0,1.9771756447686775,5.0,0.20000233565592218,100.0,3.681436834481566,0.2,5.0,1.0,0.0,4.622583073192073,4.41123974391972,100.00052707888969,0.9244444444444446
